StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,regret_yn,decision,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,emo_event,rumination_nr,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,PID,DAY_NUM,SURVEY_TYPE,DECISION_TO_SHOW,NEXT_SURVEY,DECISION
2025-05-04 13:59:29,2025-05-04 14:00:11,IP Address,24.5.188.212,100,42,True,2025-05-04 14:00:12,R_1QfNuxY4kBjYeFA,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,Yes,I wish I had been doing something more productive with my time.,40,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.",,Thought about it a lot,31,49,,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,5,general,I regretted staying in the car while my mom went shopping because it was hot.,general,I wish I had been doing something more productive with my time.
2025-05-04 14:00:15,2025-05-04 14:01:37,IP Address,73.189.151.162,100,81,True,2025-05-04 14:01:37,R_3NDq142CElVoR8u,Participant,Participant,kpetrova@stanford.edu,111772,37.2125,-121.8641,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,40,I tried to (or made a plan to) change the situation.,,Haven't thought about it at all,0,0,10,0,"Yes, I think this situation is resolved",111772,1,followup,"Watching my show last night and ended up going to bed later than I wanted, I regret not prioritizing my goal of early bedtimes.",general,
2025-05-04 14:23:50,2025-05-04 14:24:26,IP Address,134.6.233.194,100,35,True,2025-05-04 14:24:26,R_1ixPUirTJ2MhVyA,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,18,,,Haven't thought about it at all,,,89,84,"Yes, I think this situation is resolved",112012,2,followup,I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason,general,
2025-05-04 16:07:59,2025-05-04 16:09:24,IP Address,108.211.109.28,100,85,True,2025-05-04 16:09:24,R_3eCqCHmUbFHY1Wm,Participant,Participant,kpetrova@stanford.edu,111958,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,I have to finish my homework,Couldn't stop thinking about it,3,,61,11,24,,,,,,,,,,,,,111958,7,general,,general,
2025-05-04 16:08:02,2025-05-04 16:09:46,IP Address,134.6.233.194,100,104,True,2025-05-04 16:09:46,R_7xYqMUejnShghLq,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,No,,,,,,,,,,,"I got food for my friends and it made me feel happy ",Thought about it a little,71,49,18,10,52,78,29,28,,,,,,,,,,112012,2,general,I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason,general,
2025-05-04 16:44:49,2025-05-04 16:46:33,IP Address,108.198.223.59,100,103,True,2025-05-04 16:46:33,R_1PGyVMDwPS6k9I5,Participant,Participant,kpetrova@stanford.edu,111631,37.9786,-121.3147,anonymous,EN,No,,,,,,,,,,,My feelings were hurt when my daughter flaked on our plans this afternoon.,Thought about it a lot,28,19,71,5,73,42,42,86,,,,,,,,,,111631,1,general,,general,
2025-05-04 18:14:55,2025-05-04 18:17:03,IP Address,172.56.14.160,100,128,True,2025-05-04 18:17:04,R_3KMxBhep2Gu1I1p,Participant,Participant,kpetrova@stanford.edu,111772,38.6106,-121.2789,anonymous,EN,No,,,,,,,,,,,"Just went to a PWC choir performance, their singing was so beautiful I just felt a well of awe",Couldn't stop thinking about it,92,31,0,0,0,100,0,0,,,,,,,,,,111772,1,general,"Watching my show last night and ended up going to bed later than I wanted, I regret not prioritizing my goal of early bedtimes.",general,
2025-05-04 18:30:13,2025-05-04 18:30:36,IP Address,24.5.188.212,100,22,True,2025-05-04 18:30:37,R_8YZpMl7ItaaaZu9,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I felt happy eating my cookie.,Haven't thought about it at all,49,,,,,31,,,,,,,,,,,,110326,5,general,I wish I had been doing something more productive with my time.,general,
2025-05-04 18:30:40,2025-05-04 18:31:22,IP Address,24.5.188.212,100,41,True,2025-05-04 18:31:22,R_7OPgjEcL4UHXPYR,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I was laughing really hard while watching an anime.,Thought about it a little,70,,,,,48,,,,,,,,,,,,110326,5,general,I wish I had been doing something more productive with my time.,general,
2025-05-04 18:56:37,2025-05-04 18:59:40,IP Address,172.56.15.188,100,183,True,2025-05-04 18:59:41,R_6ix0M8JqGCKHy8x,Participant,Participant,kpetrova@stanford.edu,111772,38.6106,-121.2789,anonymous,EN,No,,,,,,,,,,,I feel excitement and anticipation for a steak I just ordered!,Thought about it a lot,75,0,31,0,0,100,0,0,,,,,,,,,,111772,1,general,"Watching my show last night and ended up going to bed later than I wanted, I regret not prioritizing my goal of early bedtimes.",general,
2025-05-04 19:17:08,2025-05-04 19:18:02,IP Address,174.194.198.184,100,53,True,2025-05-04 19:18:03,R_7Rz8jsYpJJEF5GU,Participant,Participant,kpetrova@stanford.edu,112012,37.6403,-122.0667,anonymous,EN,No,,,,,,,,,,,"I feel annoyed because of a conversation I just had. ",Couldn't stop thinking about it,12,,33,68,88,66,,87,,,,,,,,,,112012,2,general,I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason,general,
2025-05-04 19:22:55,2025-05-04 19:24:53,IP Address,108.198.223.59,100,118,True,2025-05-04 19:24:54,R_73VSp3vVNUFoCzd,Participant,Participant,kpetrova@stanford.edu,111631,37.9786,-121.3147,anonymous,EN,No,,,,,,,,,,,I heard a commercial about Mothers day on the radio and it reminded me that my moms not here this year and it made my heart hurt.,Couldn't stop thinking about it,13,8,87,77,96,16,61,58,,,,,,,,,,111631,1,general,,general,
2025-05-05 10:14:00,2025-05-05 10:18:23,IP Address,172.59.161.112,100,262,True,2025-05-05 10:18:23,R_6nopES6eiYzooMm,Participant,Participant,kpetrova@stanford.edu,112015,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,My family and I had just experienced griefs about three weeks ago due to someone who happened to pass away suddenly. Not expected (reason: motorcycle accident),Thought about it a little,82,80,13,,,,,,,,,,,,,,,112015,2,,,general,
2025-05-05 10:22:43,2025-05-05 10:25:40,IP Address,174.249.145.111,100,177,True,2025-05-05 10:25:40,R_1n0m9bdxiLU3eR9,Participant,Participant,kpetrova@stanford.edu,111790,37.8084,-122.2846,anonymous,EN,No,,,,,,,,,,,I lied to my friends when then I ask me what had happened with my car. I still do not understand why I did it.,Thought about it a lot,30,,70,79,50,40,100,80,,,,,,,,,,111790,1,,,general,
2025-05-05 11:00:24,2025-05-05 11:02:25,IP Address,153.18.72.52,100,121,True,2025-05-05 11:02:26,R_3OZ9psGhuPSRa5X,Participant,Participant,kpetrova@stanford.edu,111814,37.3859,-122.0882,anonymous,EN,Yes,"I spent a day with a friend of opposite sex and feel regret because i wouldn’t have allowed my partner to do the same, and they are upset with me.",80,"I tried to distract myself from the event or my emotions.,I tried to accept the situation and my feelings.",,Couldn't stop thinking about it,20,45,100,100,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,111814,1,,,followup,"I spent a day with a friend of opposite sex and feel regret because i wouldn’t have allowed my partner to do the same, and they are upset with me."
2025-05-05 11:01:02,2025-05-05 11:03:14,IP Address,153.18.72.53,100,132,True,2025-05-05 11:03:15,R_1PRPgKHn2Svz1yV,Participant,Participant,kpetrova@stanford.edu,111772,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,I felt happy when my boyfriend was able to figure out a way to keep his flight to come visit me,Thought about it a little,51,0,27,0,0,43,0,2,,,,,,,,,,111772,2,general,"Watching my show last night and ended up going to bed later than I wanted, I regret not prioritizing my goal of early bedtimes.",general,
2025-05-05 11:01:56,2025-05-05 11:04:06,IP Address,172.56.170.182,100,130,True,2025-05-05 11:04:06,R_5Q625o2qlaTkKxb,Participant,Participant,kpetrova@stanford.edu,111631,38.4799,-121.4451,anonymous,EN,No,,,,,,,,,,,"I didn't finish an assignment on time and was disappointed with myself
",Thought about it a lot,21,13,93,13,72,29,69,86,,,,,,,,,,111631,2,general,,general,
2025-05-05 10:06:08,2025-05-05 10:06:23,IP Address,172.59.160.150,44,14,False,2025-05-05 11:06:15,R_528xgsOKa47Hzgd,Participant,Participant,kpetrova@stanford.edu,112015,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112015,2,,,general,
2025-05-05 10:56:43,2025-05-05 10:56:50,IP Address,153.18.72.52,6,7,False,2025-05-05 11:56:43,R_7kLdb11pWeOJqyj,Participant,Participant,kpetrova@stanford.edu,111814,37.3859,-122.0882,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111814,1,,,followup,
2025-05-05 11:02:32,2025-05-05 11:02:36,IP Address,174.194.198.184,44,4,False,2025-05-05 12:02:34,R_3kdXTXZAW6expn0,Participant,Participant,kpetrova@stanford.edu,112012,37.6403,-122.0667,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112012,3,general,I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason,general,
2025-05-05 12:06:39,2025-05-05 12:08:03,IP Address,172.59.161.54,100,83,True,2025-05-05 12:08:03,R_70tPAVCDg5WzAa9,Participant,Participant,kpetrova@stanford.edu,112015,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,I woke up today feeling very energetic and was driving to school happy. Probably because I have slept well last night. Lunch with my classmates was fun.,Haven't thought about it at all,90,79,,,,,,,,,,,,,,,,112015,2,general,,general,
2025-05-05 12:10:09,2025-05-05 12:11:05,IP Address,24.5.188.212,100,55,True,2025-05-05 12:11:05,R_1kXHwH0CUjTBVCz,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,Yes,I regretted waking up so late to take my shower. Now I don’t have time for a proper lunch and may be late for school.,71,I tried to accept the situation and my feelings.,,Thought about it a lot,,61,81,,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,110326,6,general,I wish I had been doing something more productive with my time.,followup,I regretted waking up so late to take my shower. Now I don’t have time for a proper lunch and may be late for school.
2025-05-05 12:11:09,2025-05-05 12:11:44,IP Address,24.5.188.212,100,34,True,2025-05-05 12:11:44,R_3h1ZcWwQFs1uCFH,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I panicked because I was going to be late for school.,Thought about it a little,,,91,,31,,60,38,,,,,,,,,,110326,6,general,I wish I had been doing something more productive with my time.,general,
2025-05-05 12:13:15,2025-05-05 12:15:08,IP Address,134.6.233.194,100,113,True,2025-05-05 12:15:09,R_3rpBkBYGmaxjwpD,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,No,,,,,,,,,,,"I got coffee from my favorite coffee shop which made me happy. ",Haven't thought about it at all,68,13,23,,16,44,,5,,,,,,,,,,112012,3,general,I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason,general,
2025-05-05 12:38:21,2025-05-05 12:39:49,IP Address,172.56.170.182,100,87,True,2025-05-05 12:39:49,R_5c5vCfDByCdGZ7w,Participant,Participant,kpetrova@stanford.edu,111631,38.4799,-121.4451,anonymous,EN,No,,,,,,,,,,,I am upset that my kids are arguing,Couldn't stop thinking about it,9,10,97,3,85,5,63,79,,,,,,,,,,111631,2,general,,general,
2025-05-05 12:40:04,2025-05-05 12:42:01,IP Address,172.56.170.182,100,117,True,2025-05-05 12:42:02,R_3a8DcCcXGodUpn4,Participant,Participant,kpetrova@stanford.edu,111631,38.4799,-121.4451,anonymous,EN,No,,,,,,,,,,,Right now I am worried about my daughter.,Couldn't stop thinking about it,6,29,95,31,100,7,87,87,,,,,,,,,,111631,2,general,,general,
2025-05-05 12:44:57,2025-05-05 12:46:39,IP Address,134.6.233.194,100,102,True,2025-05-05 12:46:40,R_5mw7bpI0GffaT2w,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,No,,,,,,,,,,,"I talked with my friend coworker. It was a good conversation. ",Thought about it a little,71,65,4,11,15,80,6,17,,,,,,,,,,112012,3,general,I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason,general,
2025-05-05 13:22:43,2025-05-05 13:24:35,IP Address,153.18.72.53,100,111,True,2025-05-05 13:24:36,R_5wGbRDxQTQ6J5Ch,Participant,Participant,kpetrova@stanford.edu,111772,37.3859,-122.0882,anonymous,EN,Yes,"Left some of my lunch in the car which is kinda far ",42,I tried to accept the situation and my feelings.,,Thought about it a little,0,55,0,0,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111772,2,general,"Watching my show last night and ended up going to bed later than I wanted, I regret not prioritizing my goal of early bedtimes.",general,"Left some of my lunch in the car which is kinda far "
2025-05-05 14:12:34,2025-05-05 14:13:24,IP Address,153.18.72.53,100,50,True,2025-05-05 14:13:25,R_19046tvt4lYv047,Participant,Participant,kpetrova@stanford.edu,110326,37.3859,-122.0882,anonymous,EN,Yes,I regret not leaving earlier for class. I was late.,29,"I thought of other ways to interpret the situation.,I tried to distract myself from the event or my emotions.,I tried to accept the situation and my feelings.",,Thought about it a little,,58,70,20,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,6,general,I regretted waking up so late to take my shower. Now I don’t have time for a proper lunch and may be late for school.,general,I regret not leaving earlier for class. I was late.
2025-05-05 14:10:54,2025-05-05 14:13:42,IP Address,153.18.72.52,100,168,True,2025-05-05 14:13:43,R_6EX7NncmMpAzFte,Participant,Participant,kpetrova@stanford.edu,111814,37.3859,-122.0882,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,81,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to accept the situation and my feelings.",,Thought about it a lot,68,82,93,93,"No, I might feel regret or think more about this situation in the near future",111814,1,followup,"I spent a day with a friend of opposite sex and feel regret because i wouldn’t have allowed my partner to do the same, and they are upset with me.",,
2025-05-05 14:25:13,2025-05-05 14:28:28,IP Address,24.6.52.251,100,194,True,2025-05-05 14:28:29,R_6TKLf8EP411o3Vt,Participant,Participant,kpetrova@stanford.edu,111790,37.4446,-122.1835,anonymous,EN,Yes,"Help my mother with some online payments, instead of finish my homework and take advantage of the library time",0,I thought of other ways to interpret the situation.,,Thought about it a little,0,0,0,0,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111790,1,general,,general,"Help my mother with some online payments, instead of finish my homework and take advantage of the library time"
2025-05-05 14:12:09,2025-05-05 14:12:16,IP Address,153.18.72.53,44,7,False,2025-05-05 15:12:13,R_1m9mbzSC4jChCsh,Participant,Participant,kpetrova@stanford.edu,110326,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110326,6,general,I regretted waking up so late to take my shower. Now I don’t have time for a proper lunch and may be late for school.,general,
2025-05-05 15:28:34,2025-05-05 15:31:20,IP Address,172.59.160.108,100,165,True,2025-05-05 15:31:21,R_5ezAHW6Qjz7G2D8,Participant,Participant,kpetrova@stanford.edu,112015,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,Class and lab was very fun today and I’m in a good mood to get my stuff done.,Thought about it a lot,91,88,,,,,,,,,,,,,,,,112015,2,general,,general,
2025-05-05 15:57:59,2025-05-05 15:59:10,IP Address,153.18.72.53,100,71,True,2025-05-05 15:59:11,R_1L6AxM2rfycYAF7,Participant,Participant,kpetrova@stanford.edu,111772,37.3859,-122.0882,anonymous,EN,Yes,I regret not starting my 1 million word essay that’s due tomorrow sooner! (The topic is so unbelievably uncreative it’s killing my inner artist),80,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.",,Thought about it a lot,12,0,80,,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,111772,2,general,Left some of my lunch in the car which is kinda far,followup,I regret not starting my 1 million word essay that’s due tomorrow sooner! (The topic is so unbelievably uncreative it’s killing my inner artist)
2025-05-05 16:25:23,2025-05-05 16:26:13,IP Address,174.194.192.180,100,49,True,2025-05-05 16:26:13,R_5fTbYXA4XWGESH9,Participant,Participant,kpetrova@stanford.edu,112012,37.7852,-122.3874,anonymous,EN,No,,,,,,,,,,,"I got food I really like for lunch which made me happy ",Thought about it a little,89,,7,,29,91,,9,,,,,,,,,,112012,3,general,I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason,general,
